,team_member_id,department,years_employeed,employee_level,team_leader,access_level
17168,17168,N/A,1,senior,0,N/A
28987,28987,Product Management,3,junior,0,N/A
5171,5171,Product Management,3,junior,0,
13955,13955,Data Science,7,junior,0,level_3
4744,4744,IT,7,associate,0,level_5
24493,24493,Human Resources,5,senior,0,level_3
8305,8305,Human Resources,8,associate,0,level_5
903,903,,-1,junior,0,level_5
28497,28497,Human Resources,4,senior,0,level_4
5791,5791,N/A,7,junior,0,level_3
16440,16440,Data Science,6,senior,0,level_1
7294,7294,Human Resources,5,junior,1,level_4
24738,24738,,4,N/A,1,level_1
14341,14341,Product Management,9,junior,0,level_3
18457,18457,Operation Research,-1,N/A,0,level_4
3060,3060,N/A,9,specialist,0,level_3
16897,16897,N/A,6,N/A,0,level_3
2502,2502,Customer Support,5,associate,0,
10974,10974,,8,specialist,0,level_2
9527,9527,,2,N/A,0,
15963,15963,,6,associate,0,level_4
18928,18928,Data Science,-1,junior,0,level_2
15256,15256,Product Management,999,N/A,0,level_4
23342,23342,Operation Research,999,,0,
16513,16513,Product Management,7,specialist,0,level_5
18567,18567,Product Management,1,specialist,0,level_4
22312,22312,Product Management,8,associate,0,level_4
17495,17495,N/A,1,,0,level_4
29794,29794,Product Management,7,junior,0,level_4
18838,18838,Human Resources,5,senior,0,level_2
19312,19312,N/A,9,,0,level_1
15276,15276,Product Management,7,junior,0,level_3
16269,16269,,-1,specialist,0,level_4
15915,15915,Operation Research,6,specialist,0,level_2
4940,4940,Product Management,7,N/A,0,
112,112,,7,senior,0,
6453,6453,Data Science,999,junior,0,level_5
16133,16133,Customer Support,1,junior,0,level_2
27385,27385,Operation Research,7,associate,0,level_5
14775,14775,Operation Research,3,senior,0,level_4
6151,6151,N/A,1,senior,1,level_2
4882,4882,Operation Research,1,senior,1,level_4
5329,5329,Product Management,9,senior,0,level_1
18286,18286,,7,junior,0,
6150,6150,,5,,0,level_1
27172,27172,N/A,0,associate,0,level_4
11878,11878,Product Management,6,junior,0,level_4
19626,19626,N/A,1,specialist,1,
23431,23431,Customer Support,4,senior,0,level_1
4624,4624,Human Resources,-1,specialist,0,level_5
13097,13097,Product Management,5,N/A,0,
14857,14857,Customer Support,5,,0,level_3
18391,18391,N/A,4,N/A,0,N/A
29037,29037,Operation Research,0,senior,0,
10468,10468,Human Resources,3,senior,0,level_2
18652,18652,Human Resources,8,junior,0,level_3
9120,9120,Product Management,999,,0,level_3
17282,17282,N/A,0,,0,level_1
6232,6232,Human Resources,2,specialist,1,N/A
13011,13011,IT,9,associate,0,level_3
26379,26379,,9,specialist,0,level_3
25986,25986,IT,5,associate,0,level_1
18708,18708,Human Resources,5,junior,0,level_5
20688,20688,Data Science,2,senior,1,level_4
3473,3473,Operation Research,0,associate,0,
6121,6121,Data Science,2,senior,0,
14129,14129,N/A,999,senior,1,N/A
22863,22863,,999,specialist,0,
1974,1974,Human Resources,0,associate,0,
21994,21994,Human Resources,6,specialist,0,level_3
29008,29008,Customer Support,6,specialist,1,
9311,9311,N/A,0,associate,1,level_2
1991,1991,IT,0,junior,0,N/A
27605,27605,Human Resources,1,N/A,0,level_2
18297,18297,IT,8,associate,0,level_1
5395,5395,N/A,0,senior,0,level_3
21187,21187,Human Resources,8,specialist,1,level_3
1683,1683,Product Management,5,,0,N/A
3217,3217,Product Management,2,N/A,0,level_5
19959,19959,N/A,2,N/A,1,level_1
22683,22683,Operation Research,7,,0,level_5
952,952,,-1,,1,
20105,20105,Human Resources,0,specialist,0,level_2
24126,24126,Customer Support,999,,0,N/A
3280,3280,Customer Support,4,senior,0,level_1
9961,9961,Human Resources,9,specialist,0,level_3
10184,10184,Product Management,3,N/A,0,N/A
16805,16805,Product Management,6,associate,0,level_2
25650,25650,Human Resources,3,associate,0,level_1
25057,25057,Operation Research,9,N/A,1,level_5
8517,8517,Human Resources,8,junior,0,level_4
27340,27340,Data Science,1,N/A,0,
17624,17624,Human Resources,0,senior,0,level_4
12999,12999,Data Science,-1,junior,1,level_4
11877,11877,Product Management,2,,1,level_2
1223,1223,Product Management,5,senior,0,level_2
27402,27402,Data Science,6,junior,0,level_1
15385,15385,IT,2,senior,0,level_3
9037,9037,,3,,0,level_2
13799,13799,IT,1,specialist,0,level_5
21908,21908,Product Management,999,junior,0,level_5
3185,3185,,6,,0,level_2
9535,9535,Customer Support,7,junior,0,level_1
16785,16785,IT,9,senior,0,level_3
591,591,N/A,5,associate,0,level_4
599,599,Operation Research,5,N/A,1,
19935,19935,Data Science,2,,0,N/A
21351,21351,Customer Support,4,,0,N/A
16957,16957,IT,1,associate,0,N/A
24619,24619,IT,-1,senior,0,level_4
7553,7553,Customer Support,3,associate,0,level_3
17123,17123,Operation Research,9,associate,0,level_1
7781,7781,Operation Research,8,senior,0,level_2
3909,3909,N/A,1,junior,0,level_3
25201,25201,Operation Research,6,senior,0,level_5
23638,23638,Data Science,1,senior,0,level_5
21779,21779,Human Resources,6,associate,0,level_4
8685,8685,Product Management,5,associate,0,
8410,8410,Product Management,2,junior,1,level_1
27358,27358,Customer Support,7,,0,level_1
19688,19688,N/A,4,specialist,0,level_5
2556,2556,Operation Research,0,senior,0,level_1
14837,14837,IT,0,senior,0,level_3
793,793,Customer Support,5,associate,0,level_5
24646,24646,N/A,-1,specialist,0,level_2
23094,23094,N/A,4,N/A,1,level_4
5881,5881,,3,junior,0,level_4
19170,19170,N/A,5,N/A,0,level_2
8117,8117,Human Resources,1,N/A,0,level_1
13287,13287,Customer Support,8,associate,0,N/A
25588,25588,Customer Support,5,senior,0,level_4
13633,13633,N/A,8,junior,0,level_4
23294,23294,Operation Research,4,N/A,0,level_4
17494,17494,N/A,6,senior,0,level_3
12123,12123,Customer Support,5,,0,level_4
11833,11833,Customer Support,8,associate,0,level_1
28703,28703,Human Resources,1,junior,0,level_2
21209,21209,Customer Support,5,associate,0,level_2
27099,27099,,9,junior,1,
921,921,Data Science,3,associate,0,level_5
22929,22929,Data Science,8,associate,0,level_4
14077,14077,,9,associate,1,level_1
27236,27236,Product Management,9,associate,0,N/A
14609,14609,Product Management,4,specialist,0,level_4
27482,27482,Data Science,2,N/A,1,level_1
6951,6951,IT,1,associate,0,level_5
15826,15826,Customer Support,1,N/A,1,level_4
17231,17231,,1,senior,0,level_1
25763,25763,Product Management,2,junior,0,level_4
11172,11172,,7,junior,0,level_1
10818,10818,Human Resources,9,junior,0,N/A
4525,4525,Data Science,8,senior,0,level_4
931,931,N/A,6,specialist,0,level_2
11158,11158,Data Science,1,senior,0,level_4
17718,17718,Operation Research,0,junior,1,N/A
14278,14278,IT,1,senior,0,
16765,16765,Data Science,3,associate,0,level_1
10221,10221,Data Science,6,senior,0,level_2
8648,8648,,5,senior,0,N/A
91,91,Human Resources,3,,0,level_2
23892,23892,Product Management,-1,N/A,0,N/A
23325,23325,Operation Research,1,N/A,0,N/A
15448,15448,Operation Research,6,specialist,0,level_1
11388,11388,,0,,0,level_4
27226,27226,Product Management,3,junior,0,level_1
24103,24103,Customer Support,9,junior,0,level_2
19560,19560,IT,1,N/A,0,N/A
27225,27225,Human Resources,9,specialist,0,level_4
19157,19157,Product Management,2,senior,0,
6253,6253,Customer Support,6,,0,N/A
7974,7974,IT,2,associate,0,N/A
16578,16578,Data Science,7,senior,0,level_5
16558,16558,N/A,5,associate,0,
3676,3676,Product Management,8,junior,0,level_4
15886,15886,Operation Research,6,,0,level_4
29890,29890,Customer Support,4,senior,0,level_2
20240,20240,IT,6,associate,0,
25070,25070,,1,specialist,0,level_4
11433,11433,Operation Research,7,,1,level_3
20558,20558,,1,,0,level_5
8929,8929,Operation Research,7,,0,level_3
404,404,Customer Support,5,senior,0,
10337,10337,Product Management,4,,0,N/A
25853,25853,Operation Research,5,senior,0,
8980,8980,Human Resources,2,,0,N/A
7750,7750,Product Management,8,,0,level_5
9387,9387,IT,6,N/A,1,level_4
7570,7570,Human Resources,4,N/A,0,level_4
7995,7995,IT,2,specialist,0,level_3
25116,25116,Data Science,9,,0,N/A
28179,28179,Data Science,9,specialist,0,level_5
12012,12012,N/A,7,senior,0,level_3
2413,2413,Operation Research,4,junior,0,N/A
20486,20486,Product Management,999,,0,level_2
10688,10688,Operation Research,7,,1,level_3
15830,15830,Customer Support,4,associate,0,N/A
18614,18614,Human Resources,3,senior,1,
13966,13966,Human Resources,1,junior,1,level_1
9889,9889,Human Resources,8,senior,1,level_5
26632,26632,Product Management,0,,0,level_2
4216,4216,IT,9,junior,0,level_4
7824,7824,,6,N/A,0,level_3
113,113,IT,2,associate,0,N/A
18128,18128,,0,,0,
4527,4527,Product Management,5,senior,0,
29663,29663,Customer Support,5,N/A,0,level_3
13779,13779,,1,specialist,0,N/A
26533,26533,Operation Research,9,junior,0,level_4
28865,28865,N/A,0,associate,0,level_4
11432,11432,Customer Support,3,associate,1,level_2
9275,9275,IT,4,junior,0,level_4
20720,20720,IT,4,specialist,0,level_1
20148,20148,,-1,junior,1,level_3
11732,11732,IT,0,,0,level_2
6781,6781,,1,senior,0,level_3
6063,6063,Product Management,7,senior,0,level_2
15180,15180,Product Management,4,associate,0,level_3
22870,22870,Data Science,2,junior,0,N/A
28656,28656,IT,3,senior,1,level_4
21030,21030,Product Management,8,associate,0,
23663,23663,N/A,2,N/A,0,
12607,12607,Operation Research,8,N/A,0,level_1
17556,17556,,2,N/A,0,level_3
25597,25597,Product Management,5,,0,level_1
12783,12783,Data Science,999,N/A,0,level_5
11891,11891,Data Science,2,,1,level_4
21457,21457,Data Science,999,,1,level_5
13311,13311,Data Science,7,associate,0,level_4
21712,21712,Customer Support,3,junior,1,level_1
13849,13849,Operation Research,8,specialist,0,N/A
7571,7571,N/A,0,,1,level_5
7141,7141,Human Resources,2,senior,0,level_4
11967,11967,Human Resources,9,N/A,0,level_3
25709,25709,IT,4,senior,0,
15880,15880,Product Management,1,junior,0,level_3
28324,28324,,1,N/A,0,level_4
4203,4203,Product Management,5,specialist,0,
17243,17243,Data Science,999,N/A,1,level_1
9662,9662,Product Management,3,,1,level_2
12542,12542,Product Management,8,N/A,0,level_2
24385,24385,Human Resources,7,,0,level_1
3054,3054,Human Resources,7,N/A,1,level_5
18468,18468,Data Science,3,N/A,0,level_3
13146,13146,Product Management,999,junior,0,level_3
20202,20202,Human Resources,8,junior,1,level_5
13389,13389,Operation Research,0,N/A,1,level_1
13726,13726,,8,N/A,0,level_3
766,766,N/A,9,junior,0,
13018,13018,Data Science,4,N/A,0,level_1
3440,3440,,5,junior,1,
8159,8159,Human Resources,8,senior,0,level_1
27068,27068,Customer Support,9,associate,0,level_1
16551,16551,IT,999,associate,0,level_1
21881,21881,IT,3,specialist,0,level_5
7318,7318,N/A,1,specialist,0,
15646,15646,N/A,2,N/A,0,N/A
11237,11237,Product Management,9,junior,0,
5455,5455,Operation Research,7,junior,0,level_4
13647,13647,,9,junior,0,level_2
19503,19503,Operation Research,1,associate,0,level_2
3532,3532,,-1,N/A,0,level_4
8764,8764,IT,0,,0,N/A
22185,22185,Data Science,4,,1,level_2
19928,19928,Customer Support,5,associate,0,level_5
3215,3215,Operation Research,3,senior,0,
20249,20249,Customer Support,0,junior,0,level_4
17720,17720,Operation Research,5,,1,
5661,5661,IT,4,associate,0,level_3
11950,11950,Human Resources,6,senior,1,level_2
14284,14284,Operation Research,9,,0,level_5
15121,15121,Customer Support,2,specialist,0,level_3
14771,14771,Human Resources,3,associate,0,level_2
9773,9773,Human Resources,7,senior,0,level_3
14177,14177,,4,senior,0,
12351,12351,IT,2,associate,0,level_3
17204,17204,Operation Research,5,,1,level_4
20173,20173,,4,N/A,1,level_5
14460,14460,Data Science,9,,0,level_5
15970,15970,,0,associate,0,level_5
7975,7975,Human Resources,9,associate,0,level_1
13789,13789,Data Science,3,N/A,0,level_2
11953,11953,IT,9,,0,level_2
995,995,Human Resources,8,junior,1,level_1
2150,2150,Product Management,1,N/A,0,level_2
24296,24296,,1,senior,0,level_2
6342,6342,Customer Support,999,N/A,0,level_5
25255,25255,IT,8,specialist,0,
27933,27933,Product Management,-1,associate,0,level_3
11772,11772,Customer Support,8,N/A,0,level_4
22271,22271,IT,6,,0,level_2
10134,10134,Operation Research,4,N/A,0,N/A
6558,6558,N/A,1,junior,0,N/A
5868,5868,N/A,7,specialist,0,level_1
20247,20247,Human Resources,8,specialist,0,level_5
24770,24770,,8,specialist,0,N/A
18973,18973,Human Resources,4,specialist,0,
27044,27044,IT,7,N/A,0,N/A
27500,27500,Product Management,7,junior,1,level_1
2597,2597,,2,,0,level_5
8389,8389,IT,3,specialist,0,level_4
5103,5103,Product Management,3,specialist,0,level_2
28005,28005,IT,5,junior,1,level_5
20661,20661,Customer Support,0,associate,1,level_3
21557,21557,Product Management,0,senior,0,level_2
17726,17726,IT,2,junior,0,level_1
477,477,Human Resources,2,,1,level_5
27244,27244,Customer Support,-1,,0,level_2
9498,9498,Operation Research,1,associate,0,level_2
14901,14901,IT,6,junior,0,level_5
11156,11156,Customer Support,999,associate,0,level_2
20271,20271,N/A,9,N/A,0,level_5
1778,1778,Human Resources,4,junior,0,level_5
919,919,N/A,7,senior,0,N/A
11853,11853,N/A,9,senior,0,level_1
24869,24869,N/A,7,junior,0,level_5
23585,23585,Customer Support,0,N/A,0,level_5
12571,12571,Operation Research,5,senior,0,
19750,19750,Human Resources,5,specialist,0,
3369,3369,IT,2,specialist,0,level_3
26248,26248,Customer Support,1,N/A,0,level_4
18902,18902,Operation Research,4,N/A,0,level_5
17679,17679,,4,,0,level_2
23213,23213,N/A,6,senior,0,level_2
23998,23998,Human Resources,5,N/A,1,level_5
24550,24550,Human Resources,4,senior,0,level_5
11111,11111,Data Science,-1,senior,0,N/A
5075,5075,Customer Support,1,N/A,0,
16033,16033,N/A,1,associate,1,level_5
20287,20287,Human Resources,8,,0,
29819,29819,,8,N/A,0,N/A
24985,24985,,8,associate,0,level_2
958,958,Customer Support,0,senior,0,level_4
17938,17938,N/A,9,N/A,0,level_3
29357,29357,Customer Support,2,senior,0,level_4
24418,24418,Customer Support,6,junior,0,level_1
29127,29127,Data Science,6,junior,0,N/A
12731,12731,IT,0,senior,0,level_2
11205,11205,Human Resources,3,senior,0,
324,324,Operation Research,0,specialist,0,level_3
10060,10060,Human Resources,1,N/A,0,level_5
13447,13447,,5,N/A,0,N/A
9601,9601,Customer Support,2,junior,0,N/A
5006,5006,,0,associate,0,level_1
6349,6349,Operation Research,1,,1,N/A
27,27,N/A,8,associate,0,N/A
6968,6968,Human Resources,-1,junior,0,level_2
13744,13744,Customer Support,4,junior,0,level_5
26404,26404,Operation Research,1,specialist,0,level_3
22259,22259,,1,junior,0,level_4
4701,4701,Data Science,1,associate,0,N/A
17369,17369,Human Resources,2,associate,0,
4697,4697,Data Science,3,senior,0,level_1
7604,7604,Operation Research,3,N/A,0,
23452,23452,Data Science,1,associate,0,level_5
5901,5901,Product Management,3,associate,1,level_3
17167,17167,N/A,7,specialist,0,level_2
13982,13982,,1,,0,
5363,5363,Product Management,4,specialist,0,level_1
5059,5059,IT,3,senior,0,level_3
29063,29063,N/A,1,senior,0,N/A
8319,8319,Data Science,8,junior,1,
5325,5325,Data Science,5,N/A,0,
1774,1774,Human Resources,3,,0,level_1
692,692,IT,6,associate,0,level_4
4147,4147,Customer Support,1,specialist,0,
23251,23251,Customer Support,1,junior,0,N/A
23722,23722,IT,4,N/A,1,level_4
5710,5710,Product Management,3,associate,0,level_4
16610,16610,N/A,1,,0,level_1
11615,11615,,3,specialist,0,level_3
9653,9653,Operation Research,2,,0,level_3
7774,7774,IT,5,associate,0,level_1
15783,15783,Human Resources,7,specialist,1,level_2
16418,16418,Human Resources,3,senior,0,level_3
10920,10920,,3,,1,level_5
4292,4292,Operation Research,8,associate,0,level_1
3619,3619,,9,senior,0,N/A
19993,19993,Product Management,999,,0,
28111,28111,N/A,3,senior,1,level_3
24650,24650,N/A,4,specialist,0,
14598,14598,Product Management,1,associate,0,
27763,27763,Customer Support,7,specialist,0,N/A
6809,6809,Product Management,8,N/A,0,level_3
20017,20017,Product Management,6,senior,0,level_4
27074,27074,Human Resources,2,,0,
5727,5727,Customer Support,999,specialist,0,level_5
18112,18112,,5,specialist,0,level_5
18616,18616,,8,junior,0,level_5
18773,18773,Product Management,999,associate,1,level_5
21639,21639,IT,999,N/A,0,level_5
7325,7325,Customer Support,8,junior,0,N/A
14491,14491,Product Management,999,specialist,0,N/A
12411,12411,Data Science,6,N/A,0,level_4
15373,15373,N/A,0,,0,level_1
14798,14798,Customer Support,6,specialist,0,level_2
18370,18370,Product Management,9,junior,0,level_4
15824,15824,N/A,2,specialist,0,level_3
29652,29652,Data Science,6,,0,level_3
10791,10791,Customer Support,7,junior,0,level_3
9304,9304,Data Science,4,N/A,0,level_3
27090,27090,N/A,6,N/A,0,level_4
6647,6647,N/A,9,associate,0,level_4
12861,12861,N/A,3,N/A,0,level_1
21529,21529,Product Management,7,associate,0,level_2
8264,8264,Human Resources,9,N/A,0,N/A
6137,6137,Operation Research,4,junior,0,level_1
15123,15123,N/A,7,junior,0,level_1
6293,6293,Product Management,8,specialist,1,level_4
25976,25976,IT,0,associate,0,level_5
16119,16119,Product Management,7,specialist,0,N/A
24286,24286,Human Resources,0,specialist,0,level_3
29751,29751,IT,8,specialist,0,level_4
5509,5509,IT,7,associate,1,N/A
4559,4559,IT,3,N/A,0,level_2
14196,14196,Product Management,3,N/A,1,
26764,26764,Customer Support,1,specialist,0,level_5
22750,22750,Product Management,3,specialist,0,N/A
18631,18631,N/A,9,senior,0,N/A
12005,12005,Human Resources,8,specialist,0,
12612,12612,IT,3,senior,0,
3372,3372,Human Resources,9,senior,0,level_2
22449,22449,Data Science,999,specialist,0,level_3
21412,21412,Operation Research,3,senior,1,level_2
6587,6587,Customer Support,5,specialist,0,level_5
17488,17488,IT,8,,0,
13187,13187,,8,specialist,0,
13391,13391,IT,6,,0,level_5
26940,26940,Human Resources,5,specialist,0,level_5
28838,28838,Human Resources,1,senior,1,level_5
2774,2774,Customer Support,0,N/A,1,level_4
9289,9289,IT,5,specialist,0,level_4
12491,12491,,8,N/A,0,level_5
26074,26074,Human Resources,7,senior,0,level_5
3732,3732,N/A,9,specialist,0,level_1
22640,22640,N/A,5,senior,0,level_3
21848,21848,,1,senior,0,level_1
11761,11761,N/A,999,N/A,0,
7627,7627,,8,associate,0,level_4
4280,4280,N/A,1,,0,level_5
1566,1566,IT,4,associate,0,level_2
12912,12912,Product Management,999,junior,1,level_5
12193,12193,Customer Support,9,associate,0,N/A
8758,8758,Data Science,2,senior,0,level_1
22263,22263,N/A,5,junior,0,level_3
10477,10477,IT,999,,0,level_4
25422,25422,,0,associate,0,level_2
2055,2055,Human Resources,3,specialist,0,level_1
24610,24610,Human Resources,-1,senior,0,level_3
21729,21729,Operation Research,6,associate,0,N/A
14120,14120,IT,8,junior,0,level_4
10773,10773,Data Science,8,junior,0,N/A
8779,8779,Data Science,2,N/A,0,level_2
14306,14306,,5,,0,level_1
5197,5197,IT,1,junior,0,
26766,26766,Human Resources,9,junior,0,level_1
15042,15042,Data Science,7,N/A,0,level_5
13059,13059,Customer Support,6,associate,0,level_1
10736,10736,Customer Support,6,,0,level_5
2928,2928,Operation Research,8,N/A,0,level_5
18989,18989,Customer Support,9,senior,0,level_3
